
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
199006   7.01  10.03   2.44   7.46   4.85   9.75   8.21   8.27   4.57   7.86
199007   5.78   5.96   0.09   1.61   0.91   4.82   2.74   8.27   5.88   0.84
199008 -14.74 -11.36 -22.66 -13.60 -20.00 -11.05 -21.19 -11.23 -22.16 -17.92
199009 -16.79 -10.61 -24.64 -12.99 -24.30 -10.00 -24.60 -12.28 -19.43 -24.49
199010  14.19  11.53  13.95  17.18  15.86  10.49  18.18  12.33  14.41  21.11
199011  -1.40   2.83  -0.50  -0.07  -2.38   2.32  -0.75  -0.63   2.33  -6.24
199012  -1.42   3.01  -8.77   2.80 -10.14   3.52 -11.46   2.64  -7.89  -5.24
199101   7.12   9.21   3.91   6.23   5.88   9.75   5.39   9.66   3.14  14.07
199102  10.75   9.91   8.16  20.44  12.24  11.94   9.26   8.58  14.66  34.81
199103  -2.82  -2.39  -2.74  -0.05  -2.25  -0.82  -1.73  -1.15  -0.10  -8.46
199104  -2.50  -2.98  -1.92  -3.44  -2.12  -3.04  -1.47  -3.16  -1.39  -7.32
199105   1.88   0.19   0.13   3.99   1.21  -0.91   0.47   3.18  -1.55   2.37
199106  -7.86  -8.37  -7.85  -7.48  -7.41  -8.33  -8.55  -8.91  -7.40  -8.22
199107   2.25   0.25   4.17  -1.58   1.58  -1.11   1.58   0.66   1.89  -2.34
199108   2.74   2.74   1.23   4.17   0.81   3.73   1.36   3.22   1.24   1.20
199109   5.26  11.14   2.85   1.70   3.31  11.87   5.26  10.21   3.18  -2.42
199110  -2.18   3.49  -3.36  -7.61  -4.62   5.53  -6.04   1.43  -5.15  -5.44
199111  -3.88  -3.19  -4.40  -9.19  -2.85  -4.56  -3.29  -4.34  -0.68  -9.04
199112   7.85   9.66   7.44  10.51   9.59   9.59  10.35   8.67   7.71   6.17
199201  -0.14  -2.22   2.37   3.84  -1.96  -7.08  -3.91   0.60   2.70  -2.81
199202   3.55   5.36   2.51   3.81   5.00   3.83   6.36   6.76   3.71   2.95
199203  -3.89  -3.80  -2.13  -4.70  -3.24  -4.99  -3.21  -6.48  -3.36  -8.22
199204  -2.10  -0.31  -2.10  -0.52  -2.36  -4.97  -4.19  -0.81  -3.53   1.25
199205   9.64  10.38   8.45   9.26   7.32  13.84   7.92   9.27   9.47   8.47
199206  -4.94  -3.43  -2.92  -6.95  -4.31  -7.30  -7.88  -5.39  -4.63  -6.40
199207  -6.70  -6.09  -5.43 -12.35  -4.25  -2.30  -8.17  -5.44  -7.11 -15.17
199208  -1.75  -3.56  -2.23   0.07  -1.33  -1.67  -5.74  -2.32  -7.13  -6.24
199209 -12.31 -17.76 -13.36 -11.11 -12.16 -10.22 -14.46 -17.73 -13.16  -7.01
199210  -5.60  -5.84  -4.52  -2.56  -8.10 -10.46  -9.65  -4.34  -7.01 -17.02
199211   5.33   0.44   5.94   5.27   0.61   5.58   4.83   0.88   5.07   0.86
199212   0.34   1.01   1.28  -3.35   1.86   1.60   1.68  -0.31   2.16   7.90
199301   8.22  12.07   4.77  11.87   2.14  11.19   4.65  12.02   3.35  11.36
199302  -1.70  -4.50  -0.56   1.12  -1.97  -4.50  -3.15  -2.71  -1.44  -1.73
199303   6.81   4.91   5.42   8.91   5.21   7.63   4.91   6.95   6.38   2.46
199304   0.27   1.00   1.39   1.57   1.31  -1.55  -0.18  -1.67   1.21  -1.63
199305  -2.27  -0.24  -3.06  -1.98  -1.98  -0.24  -5.41  -3.34  -2.80  -8.15
199306  -2.35   2.08  -2.97  -3.78  -2.30  -2.30  -2.38   0.76  -1.96   1.35
199307  -6.69 -12.48  -4.81  -3.99  -7.17  -8.99  -9.63 -11.00  -4.81 -10.99
199308  21.14  24.64  19.51  20.66  18.29  24.35  17.57  22.11  23.74  25.04
199309  -2.44  -1.40  -2.66  -2.21  -2.04  -0.88  -5.58  -2.24  -4.31  -5.89
199310   5.22   2.44   6.28   2.12   1.87   8.09   2.15   3.61   7.76   3.13
199311  -8.85  -7.82  -7.62 -16.83  -6.17  -7.86  -6.36 -11.26  -5.39 -10.35
199312   9.41  11.14   7.99   6.59  11.61  11.22  11.44   9.05   9.90  10.48
199401  13.74  13.86  13.69  11.80  14.47  15.80  21.86  11.63  16.67  16.70
199402  -4.72 -12.92  -3.90  -3.14  -1.67  -3.31  -3.94 -10.10  -3.90  -1.73
199403  -4.33  -0.18  -2.86  -4.23  -6.23  -8.93   2.59  -4.05  -1.11  -6.66
199404   3.63   9.33   0.37   1.59   6.55   7.40   4.56   4.70  -1.42   7.09
199405   0.00   1.09  -1.10  -0.40   1.52   1.62   0.89  -0.26   0.27   1.03
199406  -4.59  -4.86  -5.25  -5.43  -3.54  -1.48  -4.63  -4.50  -6.62  -5.74
199407   5.34   2.92   5.52   7.07   4.38   4.60   2.29   5.49   3.08   7.67
199408  -0.68  -1.13   0.17   0.57   0.00  -2.94   1.10  -2.17  -0.82  -1.80
199409  -2.35  -1.86  -2.73  -0.35  -0.76  -4.48  -0.03  -0.56  -2.51  -3.29
199410   3.00   1.81   4.43   3.21   0.30   1.22   0.58   5.45   3.75  -3.43
199411  -2.10  -3.59  -1.97  -1.16  -1.97  -3.87   0.76  -0.36  -0.51   0.27
199412  -5.61  -1.57  -6.24  -4.44  -7.01  -6.87  -5.26  -3.63  -7.69  -7.78
199501  -1.83  -5.01  -0.67  -2.12  -4.05  -0.19  -4.45  -3.59  -4.39  -2.08
199502   2.87   3.32   3.77   5.34   4.98   3.84   4.59   3.20   1.80   0.73
199503  -2.27  -3.22  -2.20  -3.01  -3.17  -0.34  -2.51  -3.04  -3.05  -4.13
199504   9.44  11.52  13.50  11.02  14.42   8.23  15.73   9.45  15.20   9.38
199505   4.07   4.46   4.05   4.71   5.57   3.79   6.16   5.64   6.22   1.05
199506   1.69   3.46   0.93   3.40   4.02   1.83   3.85   2.87   0.93  -0.69
199507   6.15   6.46   6.83   7.54   4.27   7.55   3.96   7.23   4.88   3.30
199508  -3.42  -4.16  -3.01  -3.17  -1.59  -3.51  -1.84  -3.34  -1.28  -4.55
199509   0.40   0.26  -0.32  -0.50   1.02   0.23   1.48   0.27  -0.46  -1.19
199510  -1.86  -2.13  -1.21  -1.15   3.23  -3.98   2.85   0.14   1.82  -3.56
199511   5.57   5.69   2.93   9.39  -1.36   7.88  -1.36   8.56  -3.65  -1.51
199512   4.89   6.58   5.30   7.13   5.40   5.00   5.70   7.22   6.00  -0.63
199601   0.16  -1.09  -1.90   3.51  -3.21   3.85  -5.83  -0.86  -3.99   0.39
199602   6.58   5.11   5.96   5.16   9.24   9.16  10.02   4.88  11.16   4.18
199603  -1.44  -3.53   0.25   0.82   0.63  -1.89   1.61  -4.75   3.56  -3.87
199604   3.09   4.33   1.46  -1.50   0.83   9.49   2.43   2.34   1.75  -3.02
199605   0.00  -0.25  -1.05  -2.56  -0.46   0.79   0.79   1.50  -0.04  -1.62
199606   4.08   4.93   4.28   2.08   7.44   2.91   9.34   3.90   9.26   1.18
199607  -4.86  -7.29  -4.09  -5.73  -4.56  -5.59  -4.86  -6.21  -5.41  -1.54
199608   2.12   3.10   0.88   1.59   1.45   6.13   0.95   3.58   0.72   0.39
199609   2.12   4.58   0.56   1.13  -1.11   0.66  -1.07   4.76  -2.94  -2.50
199610   3.07   5.86   0.60  -0.19   0.31   6.60  -0.67   3.24  -0.34   2.30
199611   6.40   5.03   6.91   8.04   4.65   8.09   5.14   5.38   4.86   3.80
199612  10.93  18.90   9.23  11.98   8.98  11.33   8.81  19.36   8.56  17.56
199701  -2.66  -1.09  -1.24  -1.82  -2.85  -1.58  -5.40  -3.06  -6.37   4.67
199702  -3.46  -3.63  -4.15  -1.55  -4.10  -3.06  -3.96  -2.07  -4.23  -4.15
199703   3.82   4.76   3.92   6.48   1.38   4.64   1.85   4.61   3.63   2.94
199704   5.49   5.35   5.79   3.95   3.02   4.52  -0.86   5.93   3.27  11.04
199705   7.92   8.99   5.52   4.41   5.92  11.52   2.53   6.56   6.02  14.95
199706   7.41  11.63   9.38   8.37   8.18   2.14  10.68   8.23  11.14   3.81
199707  -5.93  -0.73  -5.42  -4.65  -5.67  -7.24  -8.80  -5.98  -5.03  -5.63
199708  -1.96  -4.96  -1.44  -3.15  -3.65  -3.11  -3.39  -1.89  -3.66  -0.70
199709  13.46  15.17  11.12  14.97   9.79  18.90   9.62  14.10   8.96   9.79
199710  -9.63  -7.85 -10.07  -5.86  -9.99 -10.38  -8.26  -7.28 -11.00 -13.10
199711   6.07   7.51   4.94   6.29   3.75   6.21   3.29   6.46   2.88   1.39
199712   2.49   7.04   1.67   1.42   6.39  -1.13   0.99   5.45  -2.43   4.74
199801   7.86  10.76   6.38   7.11   8.01   8.96   3.75   7.97   3.54  12.41
199802  12.33   1.79  20.55   6.66  21.33   7.51   3.74   7.58   0.25  22.83
199803  12.92  10.88  10.03  10.92   6.99  18.72  17.95  10.62  23.49   9.07
199804   1.99   1.99   2.69   0.82   5.24   0.29   0.73   0.46   0.82   3.48
199805   1.00   1.19  -1.36   0.34  -0.11   3.16   3.14   0.20   4.02   8.13
199806   0.20  -1.91   1.68  -2.93   0.94  -1.17  -0.21  -2.33   0.61  -2.14
199807   4.50  -0.38   8.96  -2.03   9.30   2.67   5.47  -0.68   5.98  -5.15
199808 -19.48  -8.34 -24.78 -12.72 -23.07 -17.37 -16.04 -11.34 -17.85 -14.37
199809  -1.12  12.53  -8.01   6.98  -8.03   3.19   9.88   8.61   6.52  -1.48
